RMSE,MAE,R2,model
0.47651778005557,0.1552234368986002,0.9962511934953895,xgboost
0.41098723320925457,0.11514705042449766,0.9972113663243488,lightgbm
0.034069317740713145,0.008369190365888433,0.9999808370803625,random_forest
